,Latitude,Longitude
2358,-29.803611,30.516111
2359,-27.363611,31.783333
2360,-28.760833,17.730278
2361,-24.679167,30.8025
2362,-25.99136,27.84208
2363,-25.362222,31.956667
2364,-25.14944444,31.94055556
2365,-27.01011111,26.69808333
2366,-24.183889,30.823889
2368,-29.380556,30.2775
2369,-26.861111,28.884722
2370,-26.880278,26.965
2371,-26.45,28.085833
2373,-34.039722,22.133333
2374,-33.7075,18.97444444
2375,-33.72266667,18.61691667
2378,-25.81048333,27.90955222
2379,-30.830556,26.921389
2381,-28.404444,30.013056
2382,-27.4275,28.525833
2383,-34.031944,22.053333
2384,-32.595833,19.009444
2385,-28.058889,30.373611
2389,-31.860278,18.6875
2391,-29.380556,30.2775
2392,-27.00222,28.76528
2393,-26.648056,27.089444
2394,-29.028629,24.638389
2395,-29.1825,23.575556
2396,-25.49037,30.6986
2397,-30.398056,30.601944
2398,-30.27402,30.69602
2399,-27.935,26.126667
2400,-28.1175,26.719444
2402,-25.20639,27.558
2404,-28.747778,31.745833
2407,-28.801278,31.955389
2408,-27.935,26.126667
2410,-28.1175,26.719444
2411,-28.75,30.442778
2415,-33.38056,19.30167
2416,-27.4,26.624722
2417,-27.573056,24.746389
2418,-28.760833,17.730278
2419,-29.028629,24.638389
2420,-33.818056,19.694722
2421,-26.861111,28.884722
2422,-26.880278,26.965
2423,-26.45,28.085833
2425,-27.935,26.126667
2426,-28.1175,26.719444
2427,-28.69485,28.23487
2428,-31.104278,29.399722
2429,-31.396,29.2651
2430,-34.075556,20.145556
2432,-28.338333,31.373611
2434,-28.760833,17.730278
2436,-25.81048333,27.90955222
2438,-28.883333,27.89
2439,-30.568333,29.422778
2440,-30.86013889,29.07125
2441,-30.570833,29.150556
2442,-30.77586667,29.03221667
2443,-34.250556,20.9925
2444,-28.44555556,32.325
2445,-26.648056,27.089444
2446,-27.902778,24.615556
2447,-28.768056,20.720556
2448,-31.031389,28.883333
2449,-29.7775,29.470833
2450,-29.987778,29.851667
2451,-29.744167,29.905833
2452,-33.897778,20.012778
2453,-27.01011111,26.69808333
2454,-34.065833,20.404167
2456,-25.20639,27.558
2458,-25.73411,27.21422
2459,-27.363611,31.783333
2460,-30.733889,29.828333
2461,-26.648056,27.089444
2462,-26.970278,27.211111
2463,-26.45,28.085833
2465,-27.935,26.126667
2466,-29.160278,26.573333
2467,-33.870833,20.003333
2470,-26.905,32.324722
2471,-30.398056,30.601944
2472,-30.27402,30.69602
2474,-26.861111,28.884722
2475,-28.69485,28.23487
2477,-28.883333,27.89
2479,-34.405833,19.600556
2480,-30.160091,27.40124
2481,-30.336111,27.359444
2482,-30.830556,26.921389
2483,-29.658056,25.973333
2484,-31.000833,26.353056
2485,-30.679722,26.7125
2487,-29.803611,30.516111
2489,-24.679167,30.8025
2490,-25.99136,27.84208
2491,-26.880278,26.965
2493,-33.31388889,19.07472222
2494,-24.183889,30.823889
2495,-26.861111,28.884722
2496,-26.970278,27.211111
2497,-27.802778,28.768333
2498,-28.69485,28.23487
2501,-25.81048333,27.90955222
2502,-24.034167,31.123611
2503,-29.380556,30.2775
2504,-28.058889,30.373611
2506,-31.860278,18.6875
2508,-29.380556,30.2775
2509,-27.00222,28.76528
2510,-26.648056,27.089444
2512,-30.27402,30.69602
2513,-27.01011111,26.69808333
2514,-26.648056,27.089444
2515,-26.880278,26.965
2517,-31.554722,29.245556
2518,-33.38056,19.30167
2520,-25.20639,27.558
2521,-26.861111,28.884722
2522,-26.970278,27.211111
2523,-26.73806,27.59194
2524,-26.45,28.085833
2525,-31.104278,29.399722
2529,-28.1175,26.719444
2530,-33.13083,18.86278
2531,-28.75,30.442778
2533,-27.00222,28.76528
2534,-26.648056,27.089444
2535,-27.398611,26.614722
2536,-28.376944,24.303056
2537,-27.671111,27.236944
2538,-28.735556,29.820556
2539,-28.760833,17.730278
2540,-25.99136,27.84208
2541,-26.970278,27.211111
2542,-33.818056,19.694722
2543,-27.01011111,26.69808333
2545,-28.735556,29.820556
2546,-26.880278,26.965
2548,-27.398611,26.614722
2549,-34.075556,20.145556
2551,-28.338333,31.373611
2553,-25.57877778,29.12747222
2554,-25.81048333,27.90955222
2555,-28.44555556,32.325
2556,-26.861111,28.884722
2557,-26.45,28.085833
2558,-27.273889,28.49
2559,-27.802778,28.768333
2560,-27.00222,28.76528
2561,-27.02314,28.59389
2562,-26.648056,27.089444
2563,-27.573056,24.746389
2564,-34.065833,20.404167
2565,-27.01011111,26.69808333
2566,-29.7775,29.470833
2567,-29.987778,29.851667
2568,-29.744167,29.905833
2569,-26.880278,26.965
2574,-25.73411,27.21422
2575,-26.03611,30.99778
2576,-27.363611,31.783333
2577,-26.73806,27.59194
2578,-26.45,28.085833
2579,-27.273889,28.49
2580,-29.160278,26.573333
2581,-34.250556,20.9925
2582,-33.897778,20.012778
2583,-25.20639,27.558
2584,-25.49037,30.6986
2585,-30.398056,30.601944
2586,-30.27402,30.69602
2588,-27.3,28.586944
2589,-29.033333,23.983333
2590,-28.69485,28.23487
2592,-28.883333,27.89
2593,-34.405833,19.600556
2595,-30.13573889,30.67422222
2596,-26.648056,27.089444
2597,-27.902778,24.615556
2598,-30.160091,27.40124
2599,-30.336111,27.359444
2600,-30.830556,26.921389
2601,-29.658056,25.973333
2602,-31.000833,26.353056
2603,-30.679722,26.7125
2604,-29.803611,30.516111
2605,-28.760833,17.730278
2606,-22.43772222,31.07805556
2607,-24.679167,30.8025
2608,-25.99136,27.84208
2609,-30.27402,30.69602
2610,-26.880278,26.965
2612,-33.7075,18.97444444
2613,-24.183889,30.823889
2614,-29.380556,30.2775
2615,-26.45,28.085833
2618,-25.81048333,27.90955222
2621,-27.273889,28.49
2622,-27.802778,28.768333
2623,-28.058889,30.373611
2625,-28.7115,24.07288889
2626,-31.860278,18.6875
2627,-27.937778,31.209444
2628,-26.648056,27.089444
2629,-29.1825,23.575556
2630,-34.031944,22.053333
2632,-23.838611,31.640833
2633,-32.502778,19.535833
2634,-29.380556,30.2775
2637,-27.01011111,26.69808333
2639,-25.20639,27.558
2641,-28.747778,31.745833
2642,-26.970278,27.211111
2643,-26.880278,26.965
2644,-26.45,28.085833
2646,-30.86013889,29.07125
2647,-31.104278,29.399722
2648,-31.396,29.2651
2649,-31.554722,29.245556
2653,-28.801278,31.955389
2655,-28.1175,26.719444
2656,-30.568333,29.422778
2657,-30.77586667,29.03221667
2658,-33.13083,18.86278
2659,-24.282222,28.090278
2660,-28.75,30.442778
2662,-27.00222,28.76528
2663,-27.398611,26.614722
2664,-27.671111,27.236944
2665,-33.38056,19.30167
2666,-27.902778,24.615556
2667,-28.760833,17.730278
2668,-25.99136,27.84208
2669,-22.43772222,31.07805556
2670,-26.970278,27.211111
2671,-27.3,28.586944
2672,-31.031389,28.883333
2673,-33.818056,19.694722
2674,-27.01011111,26.69808333
2675,-26.880278,26.965
2677,-27.671111,27.236944
2678,-34.075556,20.145556
2680,-28.338333,31.373611
2682,-27.4,26.624722
2684,-25.81048333,27.90955222
2685,-27.602222,29.942778
2687,-26.73806,27.59194
2688,-26.45,28.085833
2691,-28.7115,24.07288889
2692,-27.02314,28.59389
2693,-27.273889,28.49
2694,-29.1825,23.575556
2695,-29.028629,24.638389
2696,-27.01011111,26.69808333
2697,-29.987778,29.851667
2698,-29.744167,29.905833
2700,-29.160278,26.573333
2701,-34.065833,20.404167
2705,-27.363611,31.783333
2706,-30.733889,29.828333
2707,-26.970278,27.211111
2708,-26.45,28.085833
2709,-28.69485,28.23487
2711,-28.883333,27.89
2712,-33.897778,20.012778
2714,-25.20639,27.558
2715,-22.769722,30.886944
2716,-28.44555556,32.325
2717,-26.905,32.324722
2718,-30.398056,30.601944
2719,-30.27402,30.69602
2720,-30.160091,27.40124
2721,-30.336111,27.359444
2722,-28.768056,20.720556
2723,-34.405833,19.600556
2724,-30.830556,26.921389
2725,-27.00222,28.76528
2726,-26.648056,27.089444
2727,-31.000833,26.353056
2728,-30.679722,26.7125
2729,-34.329722,18.990278
2730,-27.573056,24.746389
2731,-29.658056,25.973333
2732,-29.803611,30.516111
2734,-25.99136,27.84208
2735,-26.73806,27.59194
2736,-26.45,28.085833
2737,-27.935,26.126667
2738,-29.1825,23.575556
2739,-33.31388889,19.07472222
2740,-27.01011111,26.69808333
2741,-22.91028,29.61111
2743,-29.380556,30.2775
2745,-26.648056,27.089444
2746,-26.970278,27.211111
2747,-26.880278,26.965
2748,-27.802778,28.768333
2749,-33.7075,18.97444444
2752,-25.81048333,27.90955222
2754,-27.00222,28.76528
2755,-27.273889,28.49
2756,-34.039722,22.133333
2757,-32.595833,19.009444
2758,-34.005833,22.351111
2759,-31.860278,18.6875
2760,-29.744167,29.905833
2761,-24.282222,28.090278
2762,-23.838611,31.640833
2764,-32.502778,19.535833
2765,-24.183889,30.823889
2767,-25.20639,27.558
2769,-25.73411,27.21422
2770,-26.45,28.085833
2771,-31.396,29.2651
2772,-31.554722,29.245556
2774,-33.38056,19.30167
2776,-27.01011111,26.69808333
2778,-29.380556,30.2775
2779,-26.648056,27.089444
2780,-26.880278,26.965
2781,-27.802778,28.768333
2784,-28.1175,26.719444
2785,-30.568333,29.422778
2786,-30.570833,29.150556
2787,-31.104278,29.399722
2790,-24.679167,30.8025
2791,-28.747778,31.745833
2792,-28.801278,31.955389
2793,-28.75,30.442778
2796,-27.00222,28.76528
2798,-27.398611,26.614722
2799,-27.671111,27.236944
2800,-31.031389,28.883333
2801,-30.86013889,29.07125
2802,-30.77586667,29.03221667
2803,-33.13083,18.86278
2804,-30.27402,30.69602
2805,-27.902778,24.615556
2806,-24.9675,31.516667
2808,-26.861111,28.884722
2809,-26.73806,27.59194
2810,-26.45,28.085833
2811,-33.818056,19.694722
2812,-28.7115,24.07288889
2813,-23.658056,31.05
2814,-28.735556,29.820556
2816,-27.802778,28.768333
2817,-27.398611,26.614722
2818,-27.671111,27.236944
2819,-29.1825,23.575556
2820,-34.075556,20.145556
2822,-28.338333,31.373611
2824,-27.01011111,26.69808333
2825,-25.81048333,27.90955222
2827,-22.769722,30.886944
2828,-27.00222,28.76528
2829,-27.02314,28.59389
2830,-26.648056,27.089444
2831,-26.880278,26.965
2832,-27.273889,28.49
2833,-27.4275,28.525833
2834,-27.3,28.586944
2836,-25.57877778,29.12747222
2837,-27.602222,29.942778
2838,-27.573056,24.746389
2840,-29.028629,24.638389
2841,-29.7775,29.470833
2842,-29.744167,29.905833
2843,-26.45,28.085833
2844,-33.897778,20.012778
2845,-27.01011111,26.69808333
2846,-34.065833,20.404167
2850,-25.73411,27.21422
2851,-30.733889,29.828333
2852,-26.648056,27.089444
2853,-26.970278,27.211111
2854,-26.880278,26.965
2855,-27.802778,28.768333
2857,-29.160278,26.573333
2858,-28.69485,28.23487
2859,-28.883333,27.89
2861,-30.830556,26.921389
2862,-25.20639,27.558
2863,-30.398056,30.601944
2864,-27.00222,28.76528
2865,-31.000833,26.353056
2866,-28.768056,20.720556
2867,-34.031944,22.053333
2868,-34.039722,22.133333
2869,-34.405833,19.600556
2870,-34.005833,22.351111
2871,-30.830556,26.921389
2872,-30.679722,26.7125
2873,-30.160091,27.40124
2874,-30.336111,27.359444
2875,-28.404444,30.013056
2876,-27.902778,24.615556
2877,-29.658056,25.973333
2878,-31.000833,26.353056
2879,-29.803611,30.516111
2880,-25.99136,27.84208
2881,-26.45,28.085833
2882,-33.31388889,19.07472222
2884,-27.01011111,26.69808333
2885,-25.681111,31.783333
2886,-29.380556,30.2775
2887,-26.648056,27.089444
2888,-26.970278,27.211111
2889,-26.880278,26.965
2891,-27.935,26.126667
2892,-29.160278,26.573333
2893,-29.1825,23.575556
2894,-34.250556,20.9925
2895,-33.7075,18.97444444
2898,-25.81048333,27.90955222
2900,-24.9675,31.516667
2901,-27.937778,31.209444
2903,-27.00222,28.76528
2904,-27.802778,28.768333
2905,-32.595833,19.009444
2906,-28.058889,30.373611
2907,-31.860278,18.6875
2908,-27.273889,28.49
2909,-27.671111,27.236944
2910,-25.14944444,31.94055556
2911,-32.502778,19.535833
2912,-31.031389,28.883333
2913,-24.679167,30.8025
2914,-26.861111,28.884722
2915,-26.45,28.085833
2916,-31.396,29.2651
2917,-31.554722,29.245556
2918,-27.01011111,26.69808333
2919,-24.183889,30.823889
2921,-25.20639,27.558
2923,-28.747778,31.745833
2924,-26.648056,27.089444
2925,-26.970278,27.211111
2926,-26.880278,26.965
2927,-27.802778,28.768333
2930,-28.69485,28.23487
2931,-30.568333,29.422778
2932,-30.570833,29.150556
2933,-31.104278,29.399722
2939,-27.398611,26.614722
2940,-27.671111,27.236944
2941,-30.679722,26.7125
2942,-30.336111,27.359444
2943,-28.768056,20.720556
2944,-30.86013889,29.07125
2945,-30.77586667,29.03221667
2946,-33.13083,18.86278
2947,-28.75,30.442778
2950,-27.671111,27.236944
2952,-25.99136,27.84208
2953,-27.00222,28.76528
2954,-26.45,28.085833
2955,-27.01011111,26.69808333
2956,-26.648056,27.089444
2957,-26.970278,27.211111
2958,-26.880278,26.965
2960,-29.160278,26.573333
2962,-28.338333,31.373611
2963,-25.57877778,29.12747222
2965,-25.81048333,27.90955222
2967,-22.769722,30.886944
2968,-28.44555556,32.325
2969,-26.73806,27.59194
2970,-23.658056,31.05
2972,-28.7115,24.07288889
2973,-29.1825,23.575556
2974,-29.7775,29.470833
2975,-29.987778,29.851667
2976,-29.744167,29.905833
2977,-26.970278,27.211111
2978,-26.45,28.085833
2979,-33.818056,19.694722
2980,-33.897778,20.012778
2981,-34.065833,20.404167
2984,-25.20639,27.558
2987,-26.03611,30.99778
2988,-27.363611,31.783333
2989,-30.733889,29.828333
2991,-27.398611,26.614722
2992,-27.671111,27.236944
2993,-29.160278,26.573333
2994,-28.69485,28.23487
2995,-28.883333,27.89
2997,-34.075556,20.145556
2999,-22.935,28.004167
3000,-26.905,32.324722
3001,-30.398056,30.601944
3002,-30.27402,30.69602
3003,-27.3,28.586944
3005,-34.405833,19.600556
3006,-27.01011111,26.69808333
3007,-30.830556,26.921389
3008,-22.91028,29.61111
3009,-26.861111,28.884722
3010,-27.00222,28.76528
3011,-27.02314,28.59389
3012,-26.648056,27.089444
3013,-26.880278,26.965
3015,-29.028629,24.638389
3016,-30.679722,26.7125
3017,-30.160091,27.40124
3018,-30.336111,27.359444
3019,-34.329722,18.990278
3020,-29.658056,25.973333
3021,-31.000833,26.353056
3022,-29.803611,30.516111
3023,-25.99136,27.84208
3024,-26.861111,28.884722
3025,-26.45,28.085833
3026,-27.671111,27.236944
3027,-33.38056,19.30167
3028,-32.502778,19.535833
3029,-27.01011111,26.69808333
3030,-31.860278,18.6875
3031,-25.73411,27.21422
3032,-22.43772222,31.07805556
3033,-29.380556,30.2775
3035,-27.00222,28.76528
3036,-26.970278,27.211111
3037,-26.880278,26.965
3039,-27.935,26.126667
3040,-32.595833,19.009444
3043,-25.81048333,27.90955222
3044,-27.3,28.586944
3045,-33.31388889,19.07472222
3046,-33.13083,18.86278
3048,-33.7075,18.97444444
3049,-34.250556,20.9925
3050,-24.679167,30.8025
3051,-26.45,28.085833
3052,-28.116667,26.725278
3053,-29.160278,26.573333
3054,-27.01011111,26.69808333
3055,-24.183889,30.823889
3057,-25.20639,27.558
3058,-26.861111,28.884722
3059,-27.00222,28.76528
3060,-26.648056,27.089444
3061,-26.970278,27.211111
3062,-26.880278,26.965
3064,-31.396,29.2651
3065,-31.554722,29.245556
3066,-34.031944,22.053333
3067,-34.039722,22.133333
3069,-28.7115,24.07288889
3070,-28.747778,31.745833
3072,-30.27402,30.69602
3073,-29.160278,26.573333
3074,-30.570833,29.150556
3075,-31.104278,29.399722
3077,-34.005833,22.351111
3080,-28.75,30.442778
3082,-27.671111,27.236944
3083,-30.568333,29.422778
3084,-31.031389,28.883333
3085,-30.86013889,29.07125
3086,-30.77586667,29.03221667
3087,-25.99136,27.84208
3088,-26.73806,27.59194
3089,-26.45,28.085833
3090,-33.818056,19.694722
3091,-33.897778,20.012778
3092,-34.065833,20.404167
3093,-28.404444,30.013056
3095,-26.861111,28.884722
3096,-27.3,28.586944
3098,-29.028629,24.638389
3100,-34.075556,20.145556
3102,-28.338333,31.373611
3104,-25.57877778,29.12747222
3106,-27.01011111,26.69808333
3107,-25.81048333,27.90955222
3108,-26.648056,27.089444
3109,-26.970278,27.211111
3110,-26.880278,26.965
3111,-27.802778,28.768333
3113,-34.405833,19.600556
3115,-25.73411,27.21422
3116,-24.925278,29.324444
3117,-27.398611,26.614722
3118,-34.329722,18.990278
3119,-29.7775,29.470833
3120,-29.987778,29.851667
3121,-29.744167,29.905833
3122,-26.970278,27.211111
3123,-26.45,28.085833
3124,-33.31388889,19.07472222
3126,-25.20639,27.558
3129,-22.769722,30.886944
3130,-27.363611,31.783333
3131,-30.733889,29.828333
3132,-26.861111,28.884722
3133,-27.02314,28.59389
3134,-27.671111,27.236944
3135,-28.69485,28.23487
3138,-33.13083,18.86278
3139,-33.7075,18.97444444
3141,-27.01011111,26.69808333
3142,-30.398056,30.601944
3143,-27.00222,28.76528
3144,-26.648056,27.089444
3145,-26.880278,26.965
3146,-27.273889,28.49
3147,-27.3,28.586944
3149,-30.336111,27.359444
3150,-28.768056,20.720556
3151,-34.039722,22.133333
3152,-32.595833,19.009444
3153,-31.860278,18.6875
3154,-30.830556,26.921389
3155,-23.658056,31.05
3156,-26.905,32.324722
3158,-31.000833,26.353056
3159,-30.679722,26.7125
3161,-33.38056,19.30167
3162,-29.803611,30.516111
3163,-29.658056,25.973333
3165,-25.99136,27.84208
3166,-29.380556,30.2775
3167,-26.73806,27.59194
3168,-26.45,28.085833
3169,-27.671111,27.236944
3170,-30.86013889,29.07125
3171,-31.104278,29.399722
3172,-31.396,29.2651
3173,-31.554722,29.245556
3174,-34.005833,22.351111
3175,-27.01011111,26.69808333
3176,-26.861111,28.884722
3177,-27.00222,28.76528
3178,-26.970278,27.211111
3179,-26.880278,26.965
3181,-30.77586667,29.03221667
3183,-25.81048333,27.90955222
3186,-28.1175,26.719444
3187,-30.568333,29.422778
3188,-31.031389,28.883333
3189,-30.570833,29.150556
3190,-34.250556,20.9925
3192,-27.937778,31.209444
3193,-27.398611,26.614722
3194,-27.671111,27.236944
3195,-22.43772222,31.07805556
3197,-28.735556,29.820556
3198,-28.7115,24.07288889
3200,-25.20639,27.558
3202,-26.45,28.085833
3203,-29.1825,23.575556
3206,-27.01011111,26.69808333
3208,-28.404444,30.013056
3209,-26.861111,28.884722
3210,-27.00222,28.76528
3211,-26.648056,27.089444
3212,-26.970278,27.211111
3213,-26.880278,26.965
3215,-28.768056,20.720556
3216,-28.75,30.442778
3220,-25.14944444,31.94055556
3221,-27.00222,28.76528
3223,-25.99136,27.84208
3224,-25.20639,27.558
3225,-30.160091,27.40124
3227,-25.81048333,27.90955222
3228,-26.73806,27.59194
3229,-27.398611,26.614722
3230,-27.671111,27.236944
3232,-27.01011111,26.69808333
3233,-26.648056,27.089444
3234,-26.970278,27.211111
3235,-26.880278,26.965
3238,-25.99136,27.84208
3239,-28.747778,31.745833
3240,-29.7775,29.470833
3241,-29.744167,29.905833
3242,-26.45,28.085833
3243,-28.768056,20.720556
3244,-27.01011111,26.69808333
3245,-23.658056,31.05
3247,-26.861111,28.884722
3248,-26.648056,27.089444
3249,-26.970278,27.211111
3250,-26.880278,26.965
3252,-29.160278,26.573333
3253,-28.883333,27.89
3255,-25.81048333,27.90955222
3256,-22.769722,30.886944
3257,-29.744167,29.905833
3258,-30.398056,30.601944
3259,-30.27402,30.69602
3260,-27.00222,28.76528
3261,-27.02314,28.59389
3262,-27.273889,28.49
3263,-27.4275,28.525833
3264,-27.3,28.586944
3265,-30.830556,26.921389
3266,-30.733889,29.828333
3268,-29.028629,24.638389
3269,-30.679722,26.7125
3270,-30.160091,27.40124
3271,-30.336111,27.359444
3273,-29.658056,25.973333
3274,-31.000833,26.353056
3275,-30.534167,24.961944
3276,-34.250556,20.9925
3277,-29.803611,30.516111
3279,-31.396,29.2651
3280,-31.554722,29.245556
3281,-33.818056,19.694722
3282,-27.01011111,26.69808333
3283,-34.065833,20.404167
3284,-25.20639,27.558
3285,-28.747778,31.745833
3286,-26.648056,27.089444
3287,-26.970278,27.211111
3288,-26.880278,26.965
3290,-30.568333,29.422778
3291,-30.570833,29.150556
3292,-31.104278,29.399722
3293,-34.075556,20.145556
3297,-26.45,28.085833
3298,-27.802778,28.768333
3299,-28.768056,20.720556
3300,-31.031389,28.883333
3301,-30.86013889,29.07125
3302,-30.77586667,29.03221667
3304,-34.405833,19.600556
3305,-28.801278,31.955389
3306,-28.75,30.442778
3308,-26.861111,28.884722
3309,-27.00222,28.76528
3310,-27.4275,28.525833
3311,-34.329722,18.990278
3312,-25.99136,27.84208
3313,-26.73806,27.59194
3314,-26.45,28.085833
3315,-27.01011111,26.69808333
3316,-28.747778,31.745833
3317,-26.861111,28.884722
3318,-26.648056,27.089444
3319,-26.970278,27.211111
3320,-26.880278,26.965
3322,-27.935,26.126667
3323,-28.1175,26.719444
3324,-30.160091,27.40124
3325,-34.031944,22.053333
3326,-34.039722,22.133333
3328,-28.338333,31.373611
3331,-25.81048333,27.90955222
3332,-29.744167,29.905833
3333,-27.00222,28.76528
3336,-27.398611,26.614722
3337,-30.336111,27.359444
3339,-28.44555556,32.325
3340,-28.1175,26.719444
3341,-27.671111,27.236944
3344,-30.398056,30.601944
3345,-30.27402,30.69602
3346,-26.45,28.085833
3348,-33.31388889,19.07472222
3349,-27.01011111,26.69808333
3351,-25.20639,27.558
3354,-27.363611,31.783333
3355,-28.735556,29.820556
3356,-26.861111,28.884722
3358,-27.398611,26.614722
3359,-33.7075,18.97444444
3360,-34.005833,22.351111
3362,-29.380556,30.2775
3363,-26.648056,27.089444
3365,-29.028629,24.638389
3366,-32.595833,19.009444
3367,-33.13083,18.86278
3368,-26.905,32.324722
3369,-27.935,26.126667
3370,-28.1175,26.719444
3371,-27.902778,24.615556
3372,-30.160091,27.40124
3373,-33.38056,19.30167
3374,-32.502778,19.535833
3375,-25.99136,27.84208
3376,-26.73806,27.59194
3377,-26.45,28.085833
3378,-23.658056,31.05
3379,-23.281,30.54305556
3380,-25.14944444,31.94055556
3382,-26.861111,28.884722
3383,-27.398611,26.614722
3384,-27.671111,27.236944
3385,-29.160278,26.573333
3386,-34.031944,22.053333
3388,-27.01011111,26.69808333
3389,-25.81048333,27.90955222
3390,-22.769722,30.886944
3391,-29.744167,29.905833
3392,-27.02314,28.59389
3393,-26.648056,27.089444
3394,-26.970278,27.211111
3395,-27.273889,28.49
3396,-27.4275,28.525833
3397,-27.3,28.586944
3399,-28.69485,28.23487
3401,-28.883333,27.89
3402,-28.75,30.442778
3404,-27.00222,28.76528
3405,-30.679722,26.7125
3406,-30.160091,27.40124
3407,-30.336111,27.359444
3408,-27.935,26.126667
3409,-28.1175,26.719444
3410,-29.160278,26.573333
3411,-29.658056,25.973333
3412,-31.000833,26.353056
3414,-23.281,30.54305556
3416,-26.970278,27.211111
3417,-26.45,28.085833
3418,-31.031389,28.883333
3419,-30.86013889,29.07125
3420,-30.77586667,29.03221667
3421,-33.818056,19.694722
3422,-27.01011111,26.69808333
3423,-34.065833,20.404167
3426,-25.20639,27.558
3428,-28.747778,31.745833
3429,-29.380556,30.2775
3430,-26.861111,28.884722
3431,-26.648056,27.089444
3432,-26.880278,26.965
3435,-34.075556,20.145556
3436,-28.058889,30.373611
3438,-24.282222,28.090278
3440,-24.925278,29.324444
3441,-28.747778,31.745833
3442,-27.937778,31.209444
3443,-28.404444,30.013056
3444,-28.768056,20.720556
3445,-31.396,29.2651
3446,-31.554722,29.245556
3447,-33.897778,20.012778
3448,-28.801278,31.955389
3450,-27.671111,27.236944
3451,-27.573056,24.746389
3452,-30.568333,29.422778
3453,-30.570833,29.150556
3454,-31.104278,29.399722
3455,-34.329722,18.990278
3456,-29.744167,29.905833
3457,-25.99136,27.84208
3458,-29.7775,29.470833
3459,-26.880278,26.965
3460,-27.01011111,26.69808333
3461,-30.733889,29.828333
3462,-26.648056,27.089444
3463,-26.970278,27.211111
3468,-25.81048333,27.90955222
3469,-29.744167,29.905833
3470,-30.27402,30.69602
3473,-28.1175,26.719444
3474,-34.250556,20.9925
3475,-28.44555556,32.325
3476,-30.13573889,30.67422222
3477,-27.398611,26.614722
3478,-27.671111,27.236944
3480,-28.735556,29.820556
3481,-26.45,28.085833
3483,-33.38056,19.30167
3484,-33.31388889,19.07472222
3485,-27.01011111,26.69808333
3486,-22.935,28.004167
3488,-22.548889,28.898056
3489,-22.91028,29.61111
3491,-25.20639,27.558
3494,-25.73411,27.21422
3495,-27.363611,31.783333
3496,-26.861111,28.884722
3497,-26.648056,27.089444
3498,-26.970278,27.211111
3499,-26.880278,26.965
3501,-33.7075,18.97444444
3504,-24.282222,28.090278
3506,-27.602222,29.942778
3507,-27.00222,28.76528
3508,-32.595833,19.009444
3509,-33.08883333,19.21878333
3510,-33.13083,18.86278
3512,-26.905,32.324722
3514,-27.902778,24.615556
3515,-25.99136,27.84208
3516,-26.73806,27.59194
3517,-26.45,28.085833
3518,-23.658056,31.05
3519,-23.281,30.54305556
3521,-26.861111,28.884722
3522,-27.398611,26.614722
3523,-28.69485,28.23487
3524,-28.883333,27.89
3526,-27.01011111,26.69808333
3527,-25.81048333,27.90955222
3528,-29.744167,29.905833
3529,-26.648056,27.089444
3530,-26.970278,27.211111
3531,-26.880278,26.965
3533,-29.160278,26.573333
3535,-34.031944,22.053333
3536,-34.039722,22.133333
3537,-30.830556,26.921389
3538,-28.75,30.442778
3540,-30.160091,27.40124
3541,-30.336111,27.359444
3543,-31.000833,26.353056
3544,-30.679722,26.7125
3545,-34.005833,22.351111
3546,-28.735556,29.820556
3547,-26.970278,27.211111
3548,-26.45,28.085833
3549,-29.1825,23.575556
3550,-33.818056,19.694722
3551,-27.01011111,26.69808333
3552,-34.065833,20.404167
3554,-25.20639,27.558
3556,-28.747778,31.745833
3557,-28.404444,30.013056
3558,-29.380556,30.2775
3559,-26.861111,28.884722
3560,-26.648056,27.089444
3561,-26.880278,26.965
3563,-28.376944,24.303056
3564,-34.075556,20.145556
3567,-22.769722,30.886944
3568,-28.404444,30.013056
3570,-27.00222,28.76528
3571,-27.02314,28.59389
3572,-27.273889,28.49
3573,-27.4275,28.525833
3574,-27.3,28.586944
3576,-28.1175,26.719444
3577,-29.160278,26.573333
3578,-28.768056,20.720556
3579,-34.250556,20.9925
3580,-28.058889,30.373611
3581,-25.57877778,29.12747222
3582,-28.801278,31.955389
3583,-27.937778,31.209444
3585,-27.935,26.126667
3586,-28.1175,26.719444
3587,-27.902778,24.615556
3589,-29.028629,24.638389
3590,-34.329722,18.990278
3591,-24.925278,29.324444
3592,-27.671111,27.236944
3593,-27.573056,24.746389
3594,-26.970278,27.211111
3596,-33.08883333,19.21878333
3597,-26.648056,27.089444
3598,-26.648056,27.089444
3599,-25.99136,27.84208
3600,-29.7775,29.470833
3601,-29.744167,29.905833
3602,-26.970278,27.211111
3603,-26.73806,27.59194
3604,-26.45,28.085833
3605,-30.570833,29.150556
3606,-31.396,29.2651
3607,-31.554722,29.245556
3608,-27.01011111,26.69808333
3609,-30.733889,29.828333
3610,-29.987778,29.851667
3611,-26.861111,28.884722
3612,-27.00222,28.76528
3613,-26.648056,27.089444
3614,-26.880278,26.965
3616,-30.568333,29.422778
3617,-30.570833,29.150556
3618,-31.104278,29.399722
3619,-33.31388889,19.07472222
3621,-28.338333,31.373611
3624,-25.81048333,27.90955222
3626,-30.13573889,30.67422222
3627,-30.398056,30.601944
3628,-30.27402,30.69602
3630,-28.1175,26.719444
3631,-31.031389,28.883333
3632,-30.86013889,29.07125
3633,-30.77586667,29.03221667
3634,-33.7075,18.97444444
3635,-24.183889,30.823889
