nir,green,swir16,swir22,coastal,blue,red,lwir11
13692.5,9875.0,15653.5,13723.0,,8930.0,10787.0,
16640.5,12002.0,18863.0,16243.0,,9985.0,13687.5,
,,,,,,,
6756.5,4792.0,7045.5,5556.0,,4548.5,4922.0,
14204.5,9892.5,12143.0,9979.5,,9246.0,9774.0,
13909.0,9987.0,12085.0,9869.5,,9047.5,10242.5,
16163.5,9833.5,14189.5,10877.0,,8898.5,9801.0,
14276.0,10382.0,17950.0,14230.0,,9549.0,11050.0,
14091.0,9431.5,15687.0,12281.5,,8592.5,9954.0,
8909.5,9340.5,8044.5,7830.5,,8974.0,9138.5,
14036.0,9536.0,15968.0,12425.0,,8613.5,10385.0,
12936.5,9058.0,14420.0,11880.0,,8495.0,9589.0,
13306.0,9369.0,14449.0,11665.5,,8631.0,9914.0,
10961.0,10125.0,9509.0,8628.5,,9366.5,9608.5,
13769.5,9526.0,10912.5,9404.0,,8702.0,9374.0,
,,,,,,,
12144.5,9473.5,12142.0,10522.0,,9110.5,9628.5,
,,,,,,,
14443.0,9140.0,12732.0,10053.0,,8625.5,9180.0,
15794.0,9488.0,12881.5,10097.0,,8574.5,9509.5,
,,,,,,,
16661.0,11368.5,18932.5,14917.0,,10085.0,12919.0,
14343.0,10575.0,16749.5,14034.0,,9566.0,11761.0,
14074.0,9164.0,12550.5,10714.0,,8427.5,9250.5,
14753.5,10369.0,13600.5,11635.0,,9569.5,10458.0,
9945.5,10606.0,8574.5,8114.0,,9370.5,10031.0,
5915.0,4896.5,5829.5,4946.5,,4481.0,4930.0,
,,,,,,,
12692.5,8908.0,11545.0,9863.0,,8274.5,9085.0,
,,,,,,,
14394.0,9995.5,10901.5,9304.5,,9228.5,9817.0,
14604.0,12721.5,14746.5,13207.5,,12372.0,12890.0,
13717.5,9692.5,15414.5,13174.0,,8892.5,10110.0,
9159.5,9272.0,8259.0,8099.0,,8573.0,9061.0,
12200.0,9592.0,15494.0,13438.5,,8880.0,10361.0,
13525.0,10313.5,13883.0,11694.5,,9760.0,10849.5,
13725.0,9908.5,13156.0,11043.0,,9304.0,9925.5,
,,,,,,,
11129.5,9860.0,10674.5,9447.0,,9137.0,9849.0,
15339.0,10392.0,15918.0,12813.5,,9432.0,10611.0,
5261.0,4429.0,4896.5,4288.0,,4059.0,4326.0,
14730.5,10101.5,15762.0,12525.0,,9079.5,10736.5,
15022.5,10343.5,15573.0,12524.0,,9447.0,10623.0,
17723.0,9521.5,12512.5,9965.0,,8495.5,9637.5,
19828.0,10433.5,14426.5,10936.0,,9517.0,10368.5,
8292.0,9635.0,7761.0,7725.0,,8611.0,9111.0,
13502.5,9689.0,13952.5,11295.0,,9201.0,9820.5,
9839.5,8834.5,9584.5,8564.0,,8656.5,8959.5,
15192.0,10490.0,17932.0,14046.0,,9634.0,11671.5,
13542.0,10233.0,12258.5,10870.0,,9486.5,10597.5,
13905.5,10071.0,14143.5,12222.5,,9291.5,10406.0,
,,,,,,,
14091.0,9431.5,15687.0,12281.5,,8592.5,9954.0,
,,,,,,,
14798.0,9773.0,13801.0,11238.0,,9200.0,10013.0,
,,,,,,,
13320.5,9655.0,14096.0,11368.0,,9070.0,9869.0,
19223.0,12375.0,21248.5,17630.5,,10499.5,13776.5,
15457.5,10061.5,13031.0,10953.5,,9374.0,10287.0,
,,,,,,,
14694.0,10722.0,13029.5,11280.0,,9275.5,11420.0,
13903.0,8944.0,13797.0,10933.0,,8175.0,9457.5,
14582.0,8471.0,10244.0,8459.0,,7897.5,8135.0,
12925.5,10042.5,13525.0,11586.0,,9154.5,10295.5,
,,,,,,,
14298.0,9785.0,15402.0,12477.0,,8872.5,11284.0,
13974.5,8693.0,11691.5,9682.0,,8120.0,8722.0,
23062.0,17701.5,25178.5,22990.5,,16776.0,18781.0,
19191.5,11935.5,14381.5,11439.0,,11261.5,11654.5,
,,,,,,,
,,,,,,,
11286.0,8714.0,10408.5,9166.0,,8153.0,8705.0,
13237.0,8675.0,10935.0,8932.0,,8279.0,8647.0,
13297.5,9630.0,15356.0,13524.0,,8706.0,10703.0,
13878.0,9361.0,11359.0,9916.0,,8602.0,9479.5,
13584.0,10118.0,17195.5,14379.0,,9501.5,11175.5,
13972.5,10066.0,12541.5,10319.0,,9406.0,10222.0,
13909.0,9987.0,12085.0,9869.5,,9047.5,10242.5,
16070.0,11923.0,14682.0,13188.0,,11463.0,12083.0,
,,,,,,,
14240.5,10219.0,18042.0,14477.0,,9245.0,11199.0,
14036.0,9536.0,15968.0,12425.0,,8613.5,10385.0,
13692.5,9875.0,15653.5,13723.0,,8930.0,10787.0,
12979.5,9389.0,13526.0,11578.0,,8708.5,9942.5,
4605.5,5084.0,3826.5,3634.0,,4710.5,5096.0,
11931.0,8932.5,11356.5,9466.0,,8448.5,8855.0,
15486.5,10904.0,17514.0,14048.0,,9759.0,11856.0,
13667.0,8904.0,10627.0,8752.0,,8185.0,8664.0,
14291.5,9417.0,12724.0,10912.5,,8622.5,9716.5,
17696.0,8890.0,11417.5,8912.0,,8322.5,8459.0,
14203.0,10694.0,15062.0,12002.5,,9945.0,11259.0,
13324.0,9420.0,12893.5,10827.0,,8712.0,9602.0,
13563.5,9762.0,12227.0,10596.0,,9144.0,9921.5,
15806.0,9335.5,13178.0,10518.0,,8572.0,9146.5,
13271.0,9187.0,11663.5,9491.0,,8685.5,9075.5,
11087.5,9557.0,10708.0,9544.0,,9074.0,9492.0,
13391.5,9483.0,13445.0,10605.0,,8905.0,9597.5,
9367.5,9789.0,8872.0,8254.5,,8795.0,9676.5,
13827.5,10638.5,13021.0,11106.0,,9709.0,11021.5,
11983.0,10169.0,10721.0,9507.0,,9834.0,9989.0,
,,,,,,,
17696.0,8890.0,11417.5,8912.0,,8322.5,8459.0,
19191.5,11935.5,14381.5,11439.0,,11261.5,11654.5,
12051.5,9438.0,12465.0,10720.5,,8586.5,9543.0,
10544.0,8972.0,9963.0,8933.0,,8374.0,9216.0,
13769.5,9526.0,10912.5,9404.0,,8702.0,9374.0,
16123.5,9911.0,13905.0,11123.0,,8997.0,9806.5,
12153.0,8523.0,8888.0,7983.0,,8317.0,8202.0,
23472.5,22105.0,18269.0,17009.0,,21531.0,22817.5,
5926.0,4577.0,6504.5,5277.5,,4450.5,4784.0,
12897.0,9776.0,15782.5,12743.5,,9239.0,10611.0,
8303.0,8856.5,7922.0,7676.0,,8346.0,8804.0,
15992.0,10867.0,18885.0,14808.5,,9929.0,12719.5,
10633.5,8869.0,10258.5,9185.0,,8459.0,9073.5,
13391.5,9483.0,13445.0,10605.0,,8905.0,9597.5,
,,,,,,,
13940.0,9697.0,16870.0,12889.0,,8926.0,10872.5,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
10114.0,8968.0,9637.0,9114.0,,8382.0,9447.0,
,,,,,,,
,,,,,,,
13354.5,9339.0,14822.0,11865.0,,8728.0,9982.5,
10874.0,9320.5,10056.0,8835.0,,9215.5,9126.0,
12381.0,9214.0,15448.0,12070.0,,8574.0,9755.0,
12668.5,9889.5,14702.0,12181.0,,9097.0,10614.0,
17955.0,9445.0,12606.0,9989.0,,8576.5,9266.5,
13836.0,9633.0,15441.5,12137.5,,8870.0,10383.0,
13977.0,10302.0,14787.0,12236.0,,9396.5,10634.0,
9367.5,9789.0,8872.0,8254.5,,8795.0,9676.5,
14879.5,9687.0,13902.0,11704.0,,8886.5,10028.0,
,,,,,,,
14694.0,10722.0,13029.5,11280.0,,9275.5,11420.0,
,,,,,,,
11878.5,9907.0,12230.0,10637.0,,8988.5,10526.5,
14237.0,9920.0,14920.5,11952.0,,9323.0,10706.0,
11496.5,9669.0,10689.5,9297.5,,9030.5,9348.5,
10034.0,9409.5,8506.5,8076.0,,8778.0,9650.0,
16640.5,12002.0,18863.0,16243.0,,9985.0,13687.5,
13431.0,9881.0,16899.0,13997.0,,9118.0,10972.0,
13653.0,9887.0,12922.5,10740.5,,9024.0,10300.0,
5159.5,4570.5,4450.5,3959.0,,4183.5,4551.5,
10296.0,8736.5,11484.0,10383.0,,8383.0,9107.5,
,,,,,,,
14240.5,10219.0,18042.0,14477.0,,9245.0,11199.0,
18593.0,14941.0,14785.0,13275.0,,14781.0,14843.0,
13501.5,9922.0,16228.0,13314.5,,9006.5,11037.0,
13838.0,9924.0,15325.0,12828.5,,9009.5,10648.0,
14551.0,9823.0,13442.5,10135.5,,8915.5,9844.0,
10710.5,9459.0,11613.0,10128.0,,8688.0,9813.5,
16638.0,11392.0,19826.0,16146.0,,9831.0,13599.0,
,,,,,,,
12939.0,9406.5,15040.5,12382.0,,8740.0,10199.0,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
14879.5,9687.0,13902.0,11704.0,,8886.5,10028.0,
5261.0,4429.0,4896.5,4288.0,,4059.0,4326.0,
14730.5,10101.5,15762.0,12525.0,,9079.5,10736.5,
10971.0,10049.5,10257.0,9352.0,,9206.5,10046.5,
13863.5,10823.0,12874.0,11670.5,,10127.0,10863.0,
16928.5,10391.5,15007.0,12099.0,,9217.0,10737.0,
14604.0,12721.5,14746.5,13207.5,,12372.0,12890.0,
13717.5,9692.5,15414.5,13174.0,,8892.5,10110.0,
13577.0,9189.0,12710.0,10519.0,,8655.0,9671.0,
13308.0,10112.5,13954.5,11821.5,,9405.5,10952.5,
13723.0,10341.5,16339.5,13482.5,,9626.5,11205.0,
12868.5,9539.0,14458.0,11762.5,,8814.0,10139.0,
13152.0,9596.5,15000.0,12587.0,,9081.0,10243.0,
13179.0,9917.0,16923.0,13649.0,,9026.0,11044.0,
13308.0,10112.5,13954.5,11821.5,,9405.5,10952.5,
17850.5,9345.0,14308.0,10543.5,,8318.0,9044.0,
11392.0,8999.0,10125.5,8997.0,,8464.0,9178.5,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12939.0,9406.5,15040.5,12382.0,,8740.0,10199.0,
11938.5,9543.0,12674.0,10634.5,,8669.0,9909.5,
,,,,,,,
,,,,,,,
11919.0,8641.5,10433.0,9159.0,,8060.0,8697.0,
15717.5,9898.0,14863.0,11809.0,,8735.5,10204.0,
13984.5,9652.0,14268.0,11882.5,,8945.5,10459.0,
14074.0,10069.0,14860.5,12212.0,,9346.0,10504.0,
,,,,,,,
,,,,,,,
12102.0,9564.0,15665.5,12623.0,,8831.5,10482.0,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
,,,,,,,
13501.0,9060.0,15051.5,12046.0,,8419.5,9940.0,
12739.5,9601.0,14189.5,11833.0,,8699.5,10533.5,
,,,,,,,
,,,,,,,
14125.0,9416.0,14910.0,11893.5,,8702.0,10447.5,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
,,,,,,,
9084.0,9827.0,8947.0,7977.0,,8946.0,9530.0,
12724.0,9819.5,13915.0,11648.5,,9007.0,10743.0,
11742.0,9698.0,12146.5,10156.0,,8831.0,10246.0,
11878.5,9907.0,12230.0,10637.0,,8988.5,10526.5,
10633.5,8869.0,10258.5,9185.0,,8459.0,9073.5,
13271.0,9187.0,11663.5,9491.0,,8685.5,9075.5,
13940.0,9697.0,16870.0,12889.0,,8926.0,10872.5,
8303.0,8856.5,7922.0,7676.0,,8346.0,8804.0,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
13577.0,9189.0,12710.0,10519.0,,8655.0,9671.0,
11496.5,9669.0,10689.5,9297.5,,9030.5,9348.5,
13961.0,9745.0,13381.5,11338.0,,8960.0,10370.0,
14298.0,9785.0,15402.0,12477.0,,8872.5,11284.0,
,,,,,,,
13042.0,9841.0,16770.5,13427.5,,8875.0,10933.0,
10194.0,9594.0,8221.0,7971.0,,8858.5,9939.5,
,,,,,,,
,,,,,,,
13431.0,9881.0,16899.0,13997.0,,9118.0,10972.0,
13653.0,9887.0,12922.5,10740.5,,9024.0,10300.0,
5159.5,4570.5,4450.5,3959.0,,4183.5,4551.5,
,,,,,,,
,,,,,,,
14240.5,10219.0,18042.0,14477.0,,9245.0,11199.0,
12102.0,9564.0,15665.5,12623.0,,8831.5,10482.0,
12625.0,9802.0,14436.0,12276.5,,8975.0,10503.0,
12760.0,9551.5,12360.5,10968.0,,8834.5,9925.0,
,,,,,,,
13865.5,9684.0,15863.5,12457.5,,8989.5,10475.0,
13920.0,10748.0,12492.5,10688.5,,10199.5,10933.0,
14353.0,10907.0,14927.0,13117.5,,10130.0,11361.0,
15720.5,9016.5,12057.5,9593.0,,8420.5,9033.5,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
13274.0,10172.0,11086.5,9646.5,,9055.0,11298.0,
11721.0,9556.5,12718.5,10920.5,,8823.5,10132.0,
,,,,,,,
13874.0,9625.0,16010.0,12880.0,,8826.0,10783.0,
13903.0,8944.0,13797.0,10933.0,,8175.0,9457.5,
17994.0,11934.5,20121.5,17553.0,,10245.0,13405.0,
,,,,,,,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
,,,,,,,
12269.0,9884.0,13357.5,11666.5,,8992.0,10749.0,
9831.5,9626.5,7804.0,7590.0,,8626.0,10527.0,
11931.0,8932.5,11356.5,9466.0,,8448.5,8855.0,
16673.0,14848.0,16733.0,16259.5,,14396.5,15203.0,
,,,,,,,
14435.0,10679.0,17193.0,15531.0,,9457.0,12050.5,
11938.5,9543.0,12674.0,10634.5,,8669.0,9909.5,
,,,,,,,
12298.0,9441.0,14395.0,12957.0,,8732.0,10034.5,
18330.0,9686.0,13958.0,10392.0,,8797.0,9294.5,
,,,,,,,
13297.5,9630.0,15356.0,13524.0,,8706.0,10703.0,
13053.0,9510.5,15068.0,12617.5,,8854.0,10329.0,
14151.0,10140.0,17234.5,14958.0,,8964.0,11674.5,
14435.0,10679.0,17193.0,15531.0,,9457.0,12050.5,
10633.5,8869.0,10258.5,9185.0,,8459.0,9073.5,
13878.0,9361.0,11359.0,9916.0,,8602.0,9479.5,
,,,,,,,
10807.0,9140.0,13850.5,13383.0,,8644.5,9637.0,
,,,,,,,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
15738.0,10552.0,18386.0,14592.0,,9439.0,12591.0,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
16725.5,10306.0,13769.0,11055.0,,9546.5,10369.5,
5532.0,4188.0,4366.5,3983.5,,4004.5,4279.0,
18754.0,9122.5,11772.0,9202.5,,8153.5,8655.5,
13869.0,9861.0,14993.5,12380.0,,9145.5,10757.0,
,,,,,,,
12654.0,9523.5,14339.5,11951.0,,8881.0,10297.0,
10225.0,9282.0,10191.5,9238.0,,8569.0,9687.0,
14150.0,9487.0,13040.0,11453.5,,8734.0,9932.5,
12450.0,9670.0,16984.5,13694.0,,9062.5,10661.0,
12602.0,9648.0,15268.0,13986.5,,8724.5,10951.0,
11983.0,10169.0,10721.0,9507.0,,9834.0,9989.0,
10283.5,8866.5,9155.0,8700.0,,8217.0,8826.5,
29848.0,28877.5,26230.5,22063.0,,28574.0,29642.0,
,,,,,,,
,,,,,,,
12086.0,9034.0,12299.0,10460.0,,8582.5,9167.0,
,,,,,,,
14237.0,9920.0,14920.5,11952.0,,9323.0,10706.0,
10807.0,9140.0,13850.5,13383.0,,8644.5,9637.0,
11870.0,9768.0,15368.5,12471.0,,9027.5,10462.0,
13940.0,9697.0,16870.0,12889.0,,8926.0,10872.5,
12760.0,9551.5,12360.5,10968.0,,8834.5,9925.0,
10499.0,9988.0,9708.0,8731.5,,9171.5,9921.0,
,,,,,,,
15720.5,9016.5,12057.5,9593.0,,8420.5,9033.5,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
13431.0,9881.0,16899.0,13997.0,,9118.0,10972.0,
13653.0,9887.0,12922.5,10740.5,,9024.0,10300.0,
5159.5,4570.5,4450.5,3959.0,,4183.5,4551.5,
,,,,,,,
12881.0,9773.0,16815.0,14565.0,,8832.0,10713.0,
12716.5,9457.0,12109.0,10186.5,,8847.0,9676.5,
14551.0,9823.0,13442.5,10135.5,,8915.5,9844.0,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12939.0,9406.5,15040.5,12382.0,,8740.0,10199.0,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
,,,,,,,
12273.0,9665.0,15261.0,14295.0,,8834.0,10573.0,
8567.5,9418.5,8134.5,8100.0,,8529.5,9102.0,
,,,,,,,
12477.5,9641.0,11418.0,10098.0,,8906.0,9816.0,
12868.5,9539.0,14458.0,11762.5,,8814.0,10139.0,
11767.0,9604.5,13754.5,11810.0,,8802.5,10403.5,
,,,,,,,
12760.0,9551.5,12360.5,10968.0,,8834.5,9925.0,
11392.0,8999.0,10125.5,8997.0,,8464.0,9178.5,
19031.0,15834.0,22779.0,20626.0,,15003.5,17072.0,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
,,,,,,,
22595.0,21014.5,21186.0,18210.0,,20407.0,21989.0,
9801.0,9427.0,9258.5,8607.0,,8830.0,9774.0,
15717.5,9898.0,14863.0,11809.0,,8735.5,10204.0,
,,,,,,,
11693.0,9831.0,11273.5,10277.5,,8716.0,10528.5,
13255.0,9952.5,15513.5,13886.0,,8955.0,10739.5,
,,,,,,,
8029.5,10560.0,7699.0,7494.5,,9450.0,9797.5,
12316.0,10092.0,13560.0,11634.5,,9681.0,10602.0,
12086.0,9034.0,12299.0,10460.0,,8582.5,9167.0,
11721.0,9556.5,12718.5,10920.5,,8823.5,10132.0,
,,,,,,,
11742.0,9698.0,12146.5,10156.0,,8831.0,10246.0,
12739.5,9601.0,14189.5,11833.0,,8699.5,10533.5,
14205.0,9956.5,15440.0,12645.5,,8895.0,10706.0,
18593.0,14941.0,14785.0,13275.0,,14781.0,14843.0,
16928.5,10391.5,15007.0,12099.0,,9217.0,10737.0,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
13853.5,10392.0,16579.5,14284.0,,9317.5,11321.5,
11673.5,9471.0,10961.5,9423.0,,8940.0,9712.0,
10667.5,9890.0,9810.0,8602.0,,9140.5,9950.0,
14298.0,9785.0,15402.0,12477.0,,8872.5,11284.0,
12826.0,9240.0,12866.0,10791.0,,8626.0,9578.0,
,,,,,,,
,,,,,,,
10633.5,8869.0,10258.5,9185.0,,8459.0,9073.5,
,,,,,,,
14013.0,10564.0,17917.5,15109.0,,9742.5,11808.0,
18619.0,13866.0,19875.5,17563.5,,13113.0,14762.0,
6407.5,5000.5,6273.5,5273.5,,4640.0,5170.5,
13908.0,10607.0,16729.0,13597.0,,9872.0,11687.5,
15398.5,9372.0,12206.0,9634.0,,8735.0,9295.0,
14020.5,9492.0,14896.0,12062.0,,8646.0,10198.0,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
8303.0,8856.5,7922.0,7676.0,,8346.0,8804.0,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
12260.5,9783.5,15834.5,13403.5,,9105.0,10577.5,
12625.0,9802.0,14436.0,12276.5,,8975.0,10503.0,
15207.0,10485.0,13040.0,11003.0,,9057.0,11319.0,
7995.0,11014.5,7542.0,7412.0,,9457.5,10195.0,
,,,,,,,
14111.0,8782.5,11114.0,9035.0,,8446.5,8756.5,
15720.5,9016.5,12057.5,9593.0,,8420.5,9033.5,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
14938.0,11437.0,19864.0,15931.5,,10509.0,12774.0,
19031.0,15834.0,22779.0,20626.0,,15003.5,17072.0,
,,,,,,,
12021.0,10252.0,13124.5,11832.5,,9120.0,10614.0,
11721.0,9556.5,12718.5,10920.5,,8823.5,10132.0,
,,,,,,,
,,,,,,,
12489.0,10112.0,14121.0,12567.5,,9226.0,10961.0,
9018.0,9763.0,8296.0,7978.0,,8954.0,10286.5,
9794.5,9276.0,9437.0,9075.0,,8627.5,9806.5,
11938.5,9543.0,12674.0,10634.5,,8669.0,9909.5,
10316.0,9394.0,10412.0,9495.0,,8725.0,9694.0,
8975.5,9937.0,8033.5,7918.0,,8889.0,10291.0,
13564.0,9716.0,11394.5,9714.0,,8775.5,9542.0,
12298.0,9441.0,14395.0,12957.0,,8732.0,10034.5,
12881.0,9773.0,16815.0,14565.0,,8832.0,10713.0,
13212.5,9804.5,16096.0,14959.5,,8720.5,10854.5,
,,,,,,,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
,,,,,,,
13520.5,9747.0,13302.5,11431.5,,8743.0,10100.0,
19031.0,15834.0,22779.0,20626.0,,15003.5,17072.0,
8303.0,8856.5,7922.0,7676.0,,8346.0,8804.0,
,,,,,,,
,,,,,,,
,,,,,,,
3992.5,5365.5,3806.5,3709.5,,4752.0,4975.5,
13412.0,10967.5,15829.5,13161.5,,10400.0,11771.0,
13632.0,9706.0,12303.5,9550.5,,9422.5,9695.0,
10807.0,9140.0,13850.5,13383.0,,8644.5,9637.0,
13596.5,9988.5,15201.0,12438.5,,9224.0,10978.0,
12086.0,9034.0,12299.0,10460.0,,8582.5,9167.0,
,,,,,,,
10667.5,9341.5,12550.0,12485.0,,8839.5,9952.5,
10807.0,9140.0,13850.5,13383.0,,8644.5,9637.0,
11870.0,9768.0,15368.5,12471.0,,9027.5,10462.0,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
,,,,,,,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
10633.5,8869.0,10258.5,9185.0,,8459.0,9073.5,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
13889.5,9824.0,16857.0,13120.0,,8955.0,11052.0,
13516.0,10199.0,16056.5,13502.5,,9145.5,11289.5,
16404.0,9948.0,15700.0,11997.0,,8916.0,9984.0,
12477.5,9641.0,11418.0,10098.0,,8906.0,9816.0,
14013.0,10564.0,17917.5,15109.0,,9742.5,11808.0,
18619.0,13866.0,19875.5,17563.5,,13113.0,14762.0,
19031.0,15834.0,22779.0,20626.0,,15003.5,17072.0,
8303.0,8856.5,7922.0,7676.0,,8346.0,8804.0,
9967.0,9766.0,8590.0,8080.5,,9389.5,9868.0,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
11651.0,8984.0,11074.5,9456.0,,8565.0,9048.0,
,,,,,,,
14938.0,11437.0,19864.0,15931.5,,10509.0,12774.0,
12939.0,9406.5,15040.5,12382.0,,8740.0,10199.0,
12548.0,9924.0,14590.5,12144.5,,9046.0,10657.5,
12049.0,9654.0,9003.5,8077.0,,8521.5,10140.5,
,,,,,,,
12273.0,9665.0,15261.0,14295.0,,8834.0,10573.0,
11870.0,9768.0,15368.5,12471.0,,9027.5,10462.0,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
13577.0,9189.0,12710.0,10519.0,,8655.0,9671.0,
12279.0,10098.0,14506.0,12644.0,,9407.0,10738.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
9872.0,9824.0,9109.0,8584.0,,9281.0,9746.0,
11392.0,8999.0,10125.5,8997.0,,8464.0,9178.5,
11765.0,9940.0,11072.0,9754.5,,9381.0,9853.0,
11615.0,9252.0,11476.0,9957.5,,8704.0,9470.0,
,,,,,,,
13898.5,10749.0,17607.5,14204.0,,9864.5,11726.0,
14718.5,11032.5,17442.0,14866.0,,10038.5,11792.5,
14804.5,10419.0,14497.0,12355.5,,9626.0,10952.5,
15717.5,9898.0,14863.0,11809.0,,8735.5,10204.0,
,,,,,,,
11693.0,9831.0,11273.5,10277.5,,8716.0,10528.5,
13255.0,9952.5,15513.5,13886.0,,8955.0,10739.5,
12259.5,9938.0,12736.0,11384.0,,9452.5,10736.0,
13412.0,10967.5,15829.5,13161.5,,10400.0,11771.0,
16928.5,10391.5,15007.0,12099.0,,9217.0,10737.0,
,,,,,,,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
9930.0,9266.0,9083.0,8277.0,,8639.0,9367.5,
11278.5,10205.0,12132.0,10573.5,,9883.0,10616.5,
11870.0,9768.0,15368.5,12471.0,,9027.5,10462.0,
10713.5,9542.0,11154.0,9842.0,,8773.0,9884.5,
13812.0,10664.0,17289.0,14128.5,,10110.0,11964.5,
9788.0,8760.0,10618.0,9977.0,,8431.0,9187.5,
,,,,,,,
11765.0,9940.0,11072.0,9754.5,,9381.0,9853.0,
13325.5,9813.0,16401.5,14026.5,,8834.0,10384.0,
12826.0,9240.0,12866.0,10791.0,,8626.0,9578.0,
,,,,,,,
13898.5,10749.0,17607.5,14204.0,,9864.5,11726.0,
14718.5,11032.5,17442.0,14866.0,,10038.5,11792.5,
14374.0,10508.0,18411.5,15542.0,,9546.5,11930.0,
12806.0,9989.5,13646.5,11393.0,,9091.5,10584.0,
13764.5,10107.0,13978.5,11842.0,,9061.5,10940.5,
13672.0,10108.0,15792.0,13121.0,,9242.0,11328.0,
,,,,,,,
,,,,,,,
,,,,,,,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
9930.0,9266.0,9083.0,8277.0,,8639.0,9367.5,
13845.0,10842.0,15761.0,13637.0,,10011.5,11583.0,
11170.0,8230.0,9770.0,8573.0,,7682.0,7978.0,
,,,,,,,
13104.5,10096.0,12670.0,11198.5,,9319.0,10684.5,
12414.0,9927.0,13314.0,11601.5,,9495.0,10437.0,
15720.5,9016.5,12057.5,9593.0,,8420.5,9033.5,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
14938.0,11437.0,19864.0,15931.5,,10509.0,12774.0,
14591.0,10666.0,17908.0,15331.0,,9279.0,12093.5,
13106.0,10131.5,13561.5,11519.5,,9588.0,10846.5,
6304.0,4584.0,5474.5,4503.5,,4138.0,4608.0,
12342.5,10202.0,13969.5,12585.0,,9434.0,10910.5,
15026.0,9744.0,12860.0,11680.0,,8782.0,9907.5,
,,,,,,,
12316.5,9776.0,13044.0,11087.5,,9221.0,10016.5,
11768.5,9897.0,10643.0,9988.0,,9157.5,9741.0,
13945.0,10491.0,18105.5,14788.5,,9727.0,11604.0,
14493.5,10847.0,17966.0,15010.0,,9547.0,12038.5,
12693.0,10335.0,15351.0,13304.0,,9475.0,11123.0,
9273.0,9923.0,8246.0,8026.0,,9141.0,10523.5,
10362.0,9657.0,9697.5,9190.0,,9100.5,10054.5,
11938.5,9543.0,12674.0,10634.5,,8669.0,9909.5,
,,,,,,,
,,,,,,,
12298.0,9441.0,14395.0,12957.0,,8732.0,10034.5,
,,,,,,,
14309.0,10489.5,14247.5,11599.0,,9811.5,11218.0,
13212.5,9804.5,16096.0,14959.5,,8720.5,10854.5,
12086.5,9613.5,15111.0,13706.5,,9053.5,10505.0,
14500.0,9830.0,13839.0,11672.0,,9236.0,10215.0,
13898.5,10749.0,17607.5,14204.0,,9864.5,11726.0,
14718.5,11032.5,17442.0,14866.0,,10038.5,11792.5,
5532.0,4188.0,4366.5,3983.5,,4004.5,4279.0,
13520.5,9747.0,13302.5,11431.5,,8743.0,10100.0,
10807.0,9140.0,13850.5,13383.0,,8644.5,9637.0,
17054.0,11349.0,20740.0,16377.0,,10252.0,13536.5,
18025.0,9550.5,13095.5,10180.0,,8456.0,9606.0,
,,,,,,,
